﻿"編號","報修日期","完成日期","當前狀態","報價進度","歸檔狀態","負責工程師","客戶名稱","機型","時效(天)","聯絡人","電話","地址","保固","問題狀況","其他詳細資訊"
"T-7031","2026-07-14","2026-07-15","完修","","已封存","廖聖典 Max","國賓飯店","EVOX30","5","","","","","國賓飯店","國賓飯店   1 中餐區  2地點: 遼寧餐廳A CUT 台北市中山區遼寧街177號 3.問題: EVOX30 無法使用 4.聯絡人:0921436037 崔先生  真空包裝機故障無法封口、請安檢修"
"T-9381","2026-07-14","2026-07-27","完修","","處理中","林正賢 Jeff","新竹煙波湖濱-陽光餐廳","A600","5","","","","","1.店名：新竹煙波湖濱-陽光餐廳","1.店名：新竹煙波湖濱-陽光餐廳 2.聯絡人： 3.聯絡電話號碼： 4.地址：300新竹市東區明湖路773號 5.機型：Franke A600 6.問題：報價單已簽 保養  需夜間施工"
"T-1118","2026-07-14","","未執行","","處理中","未指派","優仕咖啡（長榮航空）","A600","5","","","","","1.優仕咖啡（長榮航空）","1.優仕咖啡（長榮航空） 2.地址：長榮VIP 二航 3.電話： 4.機型：A600 保固 5.問題：報價單已簽 保養"
"T-5893","2026-07-14","","未執行","","處理中","未指派","星宇航空 vip室 二航 上下樓","A600","5","","","","",".店名：星宇航空 vip室 二航 上下樓",".店名：星宇航空 vip室 二航 上下樓 2.聯絡人員：內勤 聯絡電話： 03-2601899  分機2894 3.地址：第二航廈 星宇航空 4.機型：A600 5.問題：報價單已簽 保養"
"T-6338","2026-07-14","2026-07-16","完修","","已封存","陳祐嘉 Dean","薩利亞-頂溪店 優士咖啡","A600","5","","","","","1.薩利亞 頂溪店 優士咖啡","1.薩利亞 頂溪店 優士咖啡 2.新北市永和區後溪里永和路二段121號2樓 3.保固 4.報價單保養已簽 優士咖啡請我們協助緊急叫修處理"
"T-9695","2026-07-14","2026-07-16","完修","","已封存","邱信豪 Mars","ucc客人-蘆洲家樂富薩利亞","A400","5","","","","","1.客戶名稱/經銷：ucc客人-蘆洲家樂富薩利亞","1.客戶名稱/經銷：ucc客人-蘆洲家樂富薩利亞 2.統編： 3.聯絡人：現場 4.聯絡電話號碼： 5.地址：241新北市三重區五華街282號4樓 6.機型/機號：a400 7.保固與否：是 8.故障問題：保養報價單已簽"
"T-9460","2026-07-14","2026-07-15","完修","","已封存","楊棟嘉 Ken","清新溫泉飯店","ICP101","5","","","","","1.客戶名稱/經銷：清新溫泉飯店","1.客戶名稱/經銷：清新溫泉飯店 2.統編：13052070 3.聯絡人：工程值班 4.聯絡電話號碼：0987-022276 5.地址：台灣台中市烏日區溫泉路 2 號B2 6.機型/機號：ICP101/E11SJ24083161582 7.保固與否：保固 8.故障問題：顯示供水功能故障"
"T-8441","2026-07-14","2026-07-15","完修","","已封存","劉峻宇 Otto","萊爾富便利商店-大園中正東店","蒸包機","5","","","","","1.客戶名稱/經銷：萊爾富便利商店-大園中正東店/丞鋒實業有限公司","1.客戶名稱/經銷：萊爾富便利商店-大園中正東店/丞鋒實業有限公司 2.統編： 3.聯絡人： 4.聯絡電話號碼：03 381 0173 5.地址：337桃園市大園區五權里中正東路三段233號 6.機型/機號：蒸包機 7.保固與否： 8.故障問題：黑色電源開關故障!"
"T-8784","2026-07-14","2026-07-15","完修","","已封存","劉峻宇 Otto","CoffeeLaw 板橋 皇翔店","Mytico","5","","","","","1.客戶名稱/經銷：CoffeeLaw 板橋 皇翔店","1.客戶名稱/經銷：CoffeeLaw 板橋 皇翔店 2.統編： 3.聯絡人：王先生 4.聯絡電話號碼：0908-922-663 5.地址：新北市板橋區漢生西路2號1樓 6.機型/機號：Mytico 7.保固與否：是 8.故障問題： 左邊 更新軟體以及調整磨豆機後都沒問題了 現在右邊有噴粉嚴重的問題，之前是沒有的 畫面是19g，累積整天下來的，但是今天他們調整到15g 仍然有噴粉的問題  建設公司拼命煩他們，再麻煩盡快處理"
"T-8505","2026-07-14","2026-07-17","完修","同意報價","已封存","陳柏凱 Kevin","21世紀-華泰","ICP 61","5","","","","","同意報價","同意報價 1.客戶名稱/經銷：21世紀-華泰 2.統編： 3.聯絡人：蔡S-職員 4.聯絡電話號碼： 03-2875921 5.地址：桃園市中壢區春德路189號2樓 店號1141 6.機型/機號：ICP061 7.保固與否： 8.故障問題： 沖水水管壞掉，要換新"
"T-2359","2026-07-14","2026-07-14","完修","","已封存","劉明忠 Yuie","全家-成功中華店","XS","5","","","","","叫修：二級維修","叫修：二級維修 1.客戶名稱/經銷：全家-成功中華店 2.統編： 3.聯絡人： 4.聯絡電話號碼：089853820 5.地址：台東縣成功鎮中華路123號1樓 6.機型/機號：E60SJ22103006073 7.保固與否：否 8.故障問題：Rational智能蒸烤爐顯示錯誤資訊:氣候控制故障 S36"
"T-7973","2026-07-14","2026-07-14","完修","","已封存","劉明忠 Yuie","知本老爺-船歌後廚_場勘","XS","5","","","","","場勘","場勘"
"T-1873","2026-07-14","2026-07-14","完修","","已封存","廖聖典 Max","芳成","J100","5","","","","","無法使用","無法使用"
"T-7398","2026-07-15","2026-07-15","完修","","已封存","廖聖典 Max","Raw赫士盟","SCC WE 61","5","","","","","店名：Raw赫士盟","店名：Raw赫士盟 地址：10491台北市中山區樂群三路301號 機型：WE 61 電話 ：02-8501-5008 #851 江小姐 問題： 烤箱有異音 去前請先聯絡江小姐"
"T-9639","2026-07-15","2026-07-21","報價","未報價","處理中","廖聖典 Max","微兜小碧潭","SCC WE 61","5","","","","","叫修","叫修 店    名:微兜小碧潭 地    址:新北市新店區中央路157號5樓 連絡人:何宛怡 電    話:02-29115998 故障狀況:清洗烤箱會漏水 SCC WE 61"
"T-2765","2026-07-15","2026-07-28","完修","同意報價","處理中","邱信豪 Mars","金色三麥 微風南山","SCC WE 61","5","","","","","叫修","叫修 店    名:金色三麥 微風南山 地    址:台北市信義區松智路17號7樓 連絡人:江先生 電    話:0985153050 故障狀況:這兩台都會一直漏水  6005015-1 後烤左 E61SI18112708103  6005015-0 後烤右 E61SI18112708199"
"T-8568","2026-07-15","2026-07-21","完修","同意報價","已封存","林正賢 Jeff","中國信託資產管理股份有限公司","iCP 202","5","","","","","1.客戶名稱/經銷：中國信託資產管理股份有限公司","1.客戶名稱/經銷：中國信託資產管理股份有限公司 2.統編： 3.聯絡人：陳小姐 4.聯絡電話號碼：(02)3327-7777分機7758 5.地址：臺北市南港區經貿二路168號B座19樓 6.機型/機號：iCP/E22SJ23033043694 7.保固與否：否 8.故障問題：清潔期間SC自動模組功能故障  目前現場少一台，客人希望能否安排明天到場維修"
"T-5037","2026-07-15","2026-07-23","完修","","已封存","陳祐嘉 Dean","Raw赫士盟","CMP 101","5","","","","","店名：Raw赫士盟","店名：Raw赫士盟 地址：10491台北市中山區樂群三路301號 機型：CMP 101 電話 ：02-8501-5008 #851 江小姐 問題： 時間旋鈕故障"
"T-7668","2026-07-15","2026-07-16","完修","","已封存","劉峻宇 Otto","卡法日常咖啡商行","Slayer SG Espresso","5","","","","","1.客戶名稱：卡法日常咖啡商行","1.客戶名稱：卡法日常咖啡商行 2.統編：91831481 3.聯絡人：許倧勛 4.聯絡電話號碼：0978795625 5.地址：325桃園市龍潭區中興路336巷140弄2號 6.機型/機號：Slayer SG Espresso 7.保固與否：否 8.故障問題："
"T-3455","2026-07-15","2026-07-16","完修","","已封存","楊棟嘉 Ken","21世紀-昌平","ICP 61","5","","","","","1.客戶名稱/經銷：21世紀-昌平","1.客戶名稱/經銷：21世紀-昌平 2.統編： 3.聯絡人：何R-職員 4.聯絡電話號碼：04-22475721 5.地址：台中市北屯區昌平路一段352-1號1樓 6.機型/機號： 7.保固與否：否 8.故障問題：烤架脫落!"
"T-0559","2026-07-15","2026-07-22","完修","","已封存","陳祐嘉 Dean","國原營造-EVO 2、DC ONE裝機","EVO 2、DC ONE","5","","","","","2026/7/22(三)上午11:00送達","2026/7/22(三)上午11:00送達 台北市大安敦南街103號 DC-M-EVO2-W-230  機器序號: V24003244請出此台 DC-GR-DC-ONE-2-W-230 機器序號: G25001074 聯絡人: 0955895373 賴威宏"
"T-7518","2026-07-15","2026-07-17","完修","","已封存","陳祐嘉 Dean","高氏柴胡-STUDIO AQD裝機","STUDIO AQD(1相220V)","5","","","","","2026/07/17(五) 請於上午11:30送達","2026/07/17(五) 請於上午11:30送達 新北市板橋區莒光路16巷15號 單孔半自動咖啡機 STUDIO AQD(1相220V) 機器序號: N25   聯絡人: 范仁智0939269385"
"T-4391","2026-07-15","2026-07-15","完修","","已封存","陳柏凱 Kevin","大塚製藥","iVario 2X","5","","","","","1.客戶名稱/經銷：大塚製藥","1.客戶名稱/經銷：大塚製藥 2.統編： 3.聯絡人： 4.聯絡電話號碼：  5.地址：桃園市中壢區文化里吉林路15號 6.機型/機號：iVario 2X/E11PK25068002526 7.保固與否：保固 8.故障問題：安全鏈故障"
"T-9433","2026-07-15","2026-07-21","完修","","已封存","劉明忠 Yuie","全家-高雄菜公店","XS","5","","","","","1.客戶名稱/經銷：全家-高雄菜公店","1.客戶名稱/經銷：全家-高雄菜公店 2.統編： 3.聯絡人：林店長 4.電話：075882590 5.地址：高雄市左營區站前南路27號1樓 6.機型/機號：E60SJ24013112025 7.保固與否：保固(2024/6/17安裝) 8.故障問題：Rational智能蒸烤爐顯示S34.16 IO板"
"T-0019","2026-07-15","2026-07-15","完修","","已封存","林正賢 Jeff","全家- 北榮長青樓店","XS","5","","","","","1.客戶名稱/經銷：全家便利商店- 北榮長青樓店","1.客戶名稱/經銷：全家便利商店- 北榮長青樓店 2.統編： 3.聯絡人：王先生 4.聯絡電話號碼：0228742808 5.地址：台北市北投區石牌路二段２０１號１樓（長青樓） 6.機型/機號:E60SJ22113014206 7.保固與否： 8.故障問題：Rational智能蒸烤爐供水裝置功能故障! S42.3 供水功能故障（Y3 加濕）"
"T-3138","2026-07-15","2026-07-15","報價","未報價","處理中","陳柏凱 Kevin","新竹老爺","SCC WE 61","5","","","","","層架變形","層架變形"
"T-4114","2026-07-15","2026-07-15","完修","","已封存","劉峻宇 Otto","Hi-life 桃縣桃海","蒸包機、關東煮機","5","","","","","故障維修","故障維修"
"T-9555","2026-07-15","2026-07-15","完修","","已封存","劉明忠 Yuie","日嚐 芳成客戶","ICP 101","5","","","","","無法開機","無法開機"
"T-0532","2026-07-16","2026-07-17","完修","","已封存","陳柏凱 Kevin","御廚房","SCC WE 202","5","","","","","叫修","叫修 1.客戶名稱/經銷：御廚房 2.統編： 3.聯絡人：周招合 4.聯絡電話號碼：  5.地址： 6.機型/機號：SCC202/G22SH15102482652 7.保固與否：否 8.故障問題：烤箱蒸部分還是不行、顯示沒有水"
"T-0906","2026-07-16","2026-07-16","取消叫修","","已封存","楊棟嘉 Ken","Google台灣資料中心/耀達","ICP 201","5","","","","","叫修:","叫修:  1.客戶名稱/經銷：Google台灣資料中心/耀達 2.統編： 3.聯絡人： Carey 4.聯絡電話號碼：0917818478  5.地址：彰化縣線西鄉彰濱西二路85號 6.機型/機號：E21SJ23053056097 7.保固與否：過 8.故障問題：蒸汽加熱系統功能故障 服務ID:S_44"
"T-7697","2026-07-16","2026-07-17","完修","","已封存","陳柏凱 Kevin","喬元手創食品有限公司","ICP 202","5","","","","","叫修：","叫修： 1.客戶名稱/經銷：喬元手創食品有限公司 2.統編： 3.聯絡人：章小姐 4.聯絡電話號碼：02-2206-6300 5.地址：樹林區忠愛街3號6樓 6.機型/機號：ICP 202 7.保固與否：保固，剛裝機不久 8.故障問題：更換門墊圈"
"T-3519","2026-07-16","2026-07-17","完修","","已封存","林正賢 Jeff","金色三麥-咖哩樹京站","ICP 61","5","","","","","叫修:","叫修: 1.客戶名稱/經銷：金色三麥  咖哩樹 京站 2.統編：24692475 3.聯絡人：黃玉琳 4.聯絡電話號碼：0930872299 5.地址： 台北市大同區承德路一段1號B3 6.機型/機號：ICP061/E61SJ21052890367 7.保固與否：過保 8.故障問題：蒸烤箱後方管子掉落"
"T-1113","2026-07-16","2026-07-17","完修","","已封存","林正賢 Jeff","全家-南港車站店","XS","5","","","","","*叫修:二級維修*","*叫修:二級維修* 1.客戶名稱/經銷：全家 - 南港車站店 2.統編： 3.聯絡人：杜先生 4.聯絡電話號碼：0227837703 5.地址：台北市南港區忠孝東路七段371號B2 6.機型/機號：E60SJ22042963711 7.保固與否：否 8.故障問題：Rational智能蒸烤爐顯示錯誤資訊:風扇故障，營業時間：06:00-23:00"
"T-0671","2026-07-16","2026-07-17","完修","","已封存","林正賢 Jeff","全家-三重興德店","XS","5","","","","","叫修：三級維修","叫修：三級維修 1.客戶名稱/經銷：全家-三重興德店 2.統編： 3.聯絡人：羅先生 4.聯絡電話號碼： 0285124015 5.地址： 新北市三重區興德路１２３號 6.機型/機號：E60SJ24013111543 7.保固與否： 8.故障問題：Rational智能蒸烤爐烹飪結果不理想，烤不熟，請於13:00~20:00到店，營業時間7點到23點"
"T-7821","2026-07-16","2026-07-16","完修","","已封存","陳柏凱 Kevin","英業達","SCC WE 201","5","","","","","鍋爐保養","鍋爐保養"
"T-2238","2026-07-16","2026-07-16","完修","","已封存","劉峻宇 Otto","Hi-life 桃縣桃海","蒸包機、關東煮機","5","","","","","桌上設備維修蒸包機、關東煮機","桌上設備維修蒸包機、關東煮機"
"T-7805","2026-07-16","2026-07-16","完修","","已封存","陳祐嘉 Dean","立智傑","Mytico","5","","","","","Mytico安裝測試","Mytico安裝測試"
"T-4068","2026-07-16","2026-07-17","完修","","已封存","邱信豪 Mars","綠禾子健康餐廚","ICP 61G","5","","","","","1.客戶名稱/經銷：綠禾子健康餐廚","1.客戶名稱/經銷：綠禾子健康餐廚 2.統編： 3.聯絡人：陳彥志 4.聯絡電話號碼：0928337661 5.地址：苗栗縣苗栗市府前路93號 6.機型/機號：G11SJ24073152264 7.保固與否：保固內 8.故障問題：又漏水!"
"T-0747","2026-07-18","2026-07-17","完修","","已封存","劉明忠 Yuie","全家-澎湖跨海店","XS","5","","","","","叫修：三級報修","叫修：三級報修 1.客戶名稱/經銷：全家-澎湖跨海店 2.統編： 3.聯絡人：許小姐 4.連絡電話：069933690 5.維修地址：澎湖縣白沙鄉通梁村通梁１９５號一樓 6.機型/機號：E60SJ22113014265 7.保固與否：否 8.固障問題：Rational智能蒸烤爐缺水 ， 營業時間06-00(6/1曾報修)"
"T-7609","2026-07-17","2026-07-18","完修","","已封存","廖聖典 Max","全家-大園公園店","XS","5","","","","","1.客戶名稱/經銷：全家便利商店-大園公園店","1.客戶名稱/經銷：全家便利商店-大園公園店 2.統編： 3.聯絡人：呂小姐 4.聯絡電話號碼：032877426 5.地址： 桃園市大園區公園路一段７２號 6.機型/機號:E60SJ23053061829 7.保固與否： 8.故障問題：Rational智能蒸烤爐設定網路連線、音量過小、時間未到成品已有點黑!"
"T-5783","2026-07-17","2026-07-18","完修","","已封存","廖聖典 Max","金色三麥-美麗華","SCC WE 101","5","","","","","1.客戶名稱/經銷：金色三麥-美麗華","1.客戶名稱/經銷：金色三麥-美麗華 2.統編：24692475 3.聯絡人：陳信元 4.聯絡電話號碼：2175-3739 5.地址：台北市中山區敬業三路20號5樓 6.機型/機號：SCC101/E11SI19092775993 7.保固與否：過 8.故障問題：烤箱門把手斷"
"T-4611","2026-07-17","2026-07-17","完修","","已封存","劉峻宇 Otto","Hi-life 內湖湖鑽店","製冰機","5","","","","","製冰機維修","製冰機維修"
"T-3239","2026-07-17","","未執行","","處理中","劉明忠 Yuie","知本老爺-船歌後廚","ICP 61、101","13","","","","","校準試機","校準試機  台東縣卑南鄉龍泉路113巷23號 知本老爺-船歌後廚 ICP061萬能蒸烤箱(3N380V) 機器序號: E61SJ26033303153 ICP101萬能蒸烤箱(3N380V) 機器序號: E11SJ26023289085 機器序號: E11SJ26023289086台 CMP250V.V手持攪拌機(1N110V)   機器序號: T8932112205 J80高速榨汁機(1N110V)   ROBOTCOUPE R301 ULTRA  3台蒸烤箱1台手持攪拌機1台高速榨汁機 1 台食物處理機 聯絡人: ELSA 0965133780"
"T-4200","2026-07-19","2026-07-20","完修","","已封存","陳柏凱 Kevin","全家-桃園聖保祿店","XS","5","","","","","報修:二級維修","報修:二級維修 1.客戶名稱/經銷：全家-桃園聖保祿店 2.統編： 3.聯絡人：陳先生 4.聯絡電話號碼：034807507 5.地址：桃園市桃園區建新街153號1樓 6.機型/機號：E60SJ24013108495 7.保固與否：否 8.故障問題：Rational智能蒸烤爐顯示錯誤資訊顯示球閥異常S27"
"T-8929","2026-07-19","2026-07-20","完修","","已封存","劉明忠 Yuie","吉品鴨莊","SCC WE 101","5","","","","","代碼52","代碼52"
"T-6817","2026-07-20","2026-07-20","完修","","已封存","陳柏凱 Kevin","新竹國賓-10樓宴會廚","SCC WE 202","5","","","","","1.客戶名稱/經銷：新竹國賓  10樓宴會廚","1.客戶名稱/經銷：新竹國賓  10樓宴會廚 2.統編：70784363 3.聯絡人：工務 4.聯絡電話號碼：03-5151666#3806 5.地址：新竹市東區中華路二段188號 6.機型/機號：SCC202/E22SI18012641371 7.保固與否：過保 8.故障問題：操作面板黑屏，無動作  7/14已更換，但目前還是故障"
"T-9052","2026-07-20","","未執行","","處理中","劉明忠 Yuie","咖啡機裝機","MYDueS3S1","9","","","","","2026/7/29(三)上午10:00送達","2026/7/29(三)上午10:00送達 高雄市鼓山區翠華路392號 FR-M-MYDueS3S1-G-4全自動咖啡機 白色 (1相220V) 機器序號:  3400000387998 聯絡人: 蔡先生0920277023"
"T-0744","2026-07-20","2026-07-20","報價","未報價","處理中","陳柏凱 Kevin","金色三麥-中壢SOGO店","SCC WE 101","5","","","","","店    名:中壢SOGO店","店    名:中壢SOGO店 地    址:桃園市中壢區元化路357號八樓 連絡人:吳育慈 電    話:03-2709099 故障狀況:十盤蒸烤箱 序號：E11SI17022574752 問題：顯示內部資料通訊故障，無法運轉34.1"
"T-0563","2026-07-20","2026-07-20","完修","","已封存","邱信豪 Mars","亞商","PACO JET 2+","5","","","","","PACO JET 2+亞商待修!","PACO JET 2+亞商待修!"
"T-1401","2026-07-20","2026-07-20","完修","","已封存","陳祐嘉 Dean","全家-板橋遠東店","XS","5","","","","","1.客戶名稱/經銷：全家-板橋遠東店","1.客戶名稱/經銷：全家-板橋遠東店 2.統編： 3.聯絡人：許店長 4.聯絡電話號碼：0229642052 5.地址：新北市板橋區遠東路１號１樓 6.機型/機號：E60SJ23053061803 7.保固與否：否 8.故障問題：Rational智能蒸烤爐水管漏水"
"T-9357","2026-07-20","2026-07-20","完修","","已封存","劉明忠 Yuie","高雄空廚","ICC 202","5","","","","","右台點火異常","右台點火異常"
"T-1992","2026-07-20","2026-07-24","完修","同意報價","已封存","陳祐嘉 Dean","Caju名嶼股份有限公司","SCC61","5","","","","","叫修：","叫修： 1.名稱：Caju名嶼股份有限公司 2.統一編號：96792493 3.王崧錡 4.電話： 公司電話：0919009270 電話：0972703619 5.地址：新北市板橋區民族路37-2號1樓 6.機型/機號： 7.保固與否：過保 8.故障：維修25"
"T-8846","2026-07-20","2026-07-20","完修","","已封存","楊棟嘉 Ken","萬家福-斗六店","E21SI16112557746","5","","","","","報修:","報修: 1.客戶名稱/經銷：萬家福-斗六店 2.統編： 3.聯絡人：Tony Lee養護課長 4.聯絡電話號碼：0921-341-771 5.地址：雲林縣斗六市雲林路二段297號 6.機型/機號：E21SI16112557746 7.保固與否：否 8.故障問題：維修服務25 不使用Cleanjet,可以烹飪 CleanJet 過程中水量過小"
"T-6267","2026-07-20","2026-07-20","完修","","已封存","林正賢 Jeff","有一點甜","iCP/XS","5","","","","","1.客戶名稱/經銷：有一點甜","1.客戶名稱/經銷：有一點甜 2.統編： 3.聯絡人：張詠綺 4.聯絡電話號碼： 0987591917 5.地址：桃園市平鎮區金陵路二段220號 6.機型/機號：iCP/XS 7.保固與否： 8.故障問題：門墊圈破損需更換"
"T-4872","2026-07-20","2026-07-20","完修","","已封存","林正賢 Jeff","21世紀-徐匯廣場","ICP61","5","","","","","緊急叫修:","緊急叫修: 1.客戶名稱/經銷：21世紀-徐匯廣場 2.統編： 3.聯絡人：陳R-職員 4.聯絡電話號碼：02-2281-8221 5.地址：新北市蘆洲區中山一路6號B1 6.機型/機號：6盤萬能蒸烤箱 7.保固與否：過 8.故障問題：溫度不足"
"T-9629","2026-07-20","2026-07-20","完修","","已封存","邱信豪 Mars","永春生鮮","iCP/XS","5","","","","","1.客戶名稱/經銷：永春生鮮","1.客戶名稱/經銷：永春生鮮 2.統編： 3.聯絡人：許純芳 4.聯絡電話號碼：0927250100 5.地址：台北市萬華區莒光路268號二樓 6.機型/機號：iCP/XS 7.保固與否：保固 8.故障問題：無法視別SD卡"
"T-6821","2026-07-20","2026-07-28","完修","同意報價","處理中","邱信豪 Mars","大鉦（經銷）布納咖啡館","G11MJ21062897346","5","","","","","叫修:","叫修: 1.客戶名稱/經銷：大鉦（經銷）布納咖啡館 2.統編： 3.聯絡人：山小姐   4.聯絡電話號碼：0980399072 5.地址：新北市中和區中安街85號B1F 6..機型：ICC101G 7.序號：G11MJ21062897346 8.問題：Service 31.1  可安排下週平日前往"
"T-2189","2026-07-20","2026-07-20","報價","已報價","處理中","廖聖典 Max","台北大直英迪格酒店/亞安工程有限公司","E11SH15042453901","5","","","","","叫修：","叫修： 1.客戶名稱/經銷：台北大直英迪格酒店/亞安工程有限公司 2.統編：16877104 3.聯絡人：王師父 4.連絡電話：0936937840 5.維修地址：北市中山區植福路200號4樓 6.機型/機號：E11SH15042453901 7.保固與否：否(方便維修時段:14:30-17:30) 8.固障問題：漏水及S-29"
"T-6942","2026-07-20","2026-07-21","完修","","已封存","廖聖典 Max","驢子餐廳 賦樂旅居店","EVOX_30","5","","","","","叫修:","叫修: 1.客戶名稱/經銷：驢子餐廳 賦樂旅居店 2.統編： 3.聯絡人：陳威衡 4.聯絡電話號碼：77216696 5.地址：台北市大安區大安路1段56號 6.機型/機號：EVOX_30 7.保固與否：過保 8.故障問題: 不能抽真空且4顆燈會閃!"
"T-4499","2026-07-22","2026-07-20","完修","","已封存","陳祐嘉 Dean","喬元手創","ICP 202","5","","","","","叫修：","叫修： 1.客戶名稱/經銷：喬元手創食品有限公司 2.統編： 3.聯絡人：章小姐 4.聯絡電話號碼：02-2206-6300 5.地址：樹林區忠愛街3號6樓 6.機型/機號：ICP 202 7.保固與否：保固，剛裝機不久 8.故障問題：更換門墊圈"
"T-1614","2026-07-23","2026-07-23","完修","","已封存","楊棟嘉 Ken","明道中學餐飲系-3樓藍帶教室_裝機","E61MJ25083246809","5","","","","","2026/7/23(四)請於上午10:00送達","2026/7/23(四)請於上午10:00送達 台中市鳥日區中山路一段497號 明道中學  餐飲系 3樓藍帶教室 ICC061 萬用蒸烤箱(3相220V) 機器序號: E61MJ25083246809 聯絡人: 0982528710 林永旻"
"T-2778","2026-07-20","2026-07-24","完修","","已封存","劉明忠 Yuie","卓武咖啡_裝機","Touch 03","5","","","","","2026/7/24 業務自送","2026/7/24 業務自送 嘉義市西區民生北路194號1樓 卓之武咖啡 Touch03 智能咖啡茶飲機白色 2台 聯 絡 人:許定燁"
"T-8840","2026-07-20","2026-07-22","完修","同意報價","已封存","陳柏凱 Kevin","真情非凡行館","SCC 61","5","","","","","1.客戶名稱/經銷：真情非凡行館","1.客戶名稱/經銷：真情非凡行館 2.統編： 3.聯絡人：吳先生 0937-158-348 4.聯絡電話號碼：  5.地址：宜蘭縣頭城鎮濱海路二段10號 6.機型/機號：SCC/61 7.保固與否：否 8.故障問題：無法清"
"T-2536","2026-07-20","2026-07-20","完修","","已封存","劉峻宇 Otto","楊爲升 (咖灰)","MINA","5","","","","","水壓異常","水壓異常"
"T-1222","2026-07-21","2026-07-23","完修","","已封存","楊棟嘉 Ken","金豐盛-林內廠","RobotCoupe MP800T","5","","","","","1.客戶名稱/經銷：金豐盛-林內廠","1.客戶名稱/經銷：金豐盛-林內廠 2.統編： 53988096 3.聯絡人： 4.聯絡電話號碼：04-23379280 #732 5.地址：雲林縣林內鄉瑞農路26號 6.機型/機號：RobotCoupe MP800T 7.保固與否：保固 8.故障問題：業者來電反應設備異常會漏電 業者告知可以安排周四或五(避開生產)"
"T-8256","2026-07-13","2026-07-21","完修","","已封存","陳柏凱 Kevin","蘭田穀王-文化店","ＤＣ-ＰＲＯ","5","","","","","1.客戶名稱/經銷：蘭田穀王－文化店","1.客戶名稱/經銷：蘭田穀王－文化店 2.統編： 3.聯絡人： 4.聯絡電話號碼：039325000 5.地址：260宜蘭縣宜蘭市民族路426號 6.機型/機號：ＤＣ－ＰＲＯ 7.保固與否：過保 8.故障問題：１.兩邊打蒸氣出來都是水沒有蒸氣"
"T-0096","2026-07-21","2026-07-21","完修","","已封存","陳柏凱 Kevin","全家 - 礁溪健康店","XS","5","","","","","宜蘭縣礁溪鄉玉石村健康路50之1號","宜蘭縣礁溪鄉玉石村健康路50之1號 這幾天有反應 故障碼S14故障碼出現，關開機後就沒有了。 後來還是有出現再次關機又正常了。 業者好奇是否是這幾天颱風天有問題還是設備本身。 現場檢查噴水槍水柱壓力正常。"
"T-1758","2026-07-21","2026-07-21","完修","","已封存","廖聖典 Max","六福萬怡","SCC-202G","5","","","","","1.客戶名稱/經銷：六福萬怡","1.客戶名稱/經銷：六福萬怡 2.統編： 54397437 3.聯絡人：許國忠課長 4.聯絡電話號碼： 02-66156565#2380  5.地址：台北市南港區忠孝東路七段359號 8樓粵亮燒臘廚 6.機型/機號：九樓三台SCC-202G 7.保固與否：保固 8.故障問題：7/21-23更換熱交換器及燃燒器三套!"
"T-2610","2026-07-15","2026-07-17","完修","","已封存","陳祐嘉 Dean","壹無界美學","EVO 2","5","","","","","2026/7/17(五)上午10:30送達","2026/7/17(五)上午10:30送達 新北市板橋區民權路5號1樓 DC-M-EVO2-W-230  機器序號: V25001136 聯絡人: 蔡先生 0920277023"
"T-2364","2026-07-21","2026-07-27","完修","已報價","處理中","劉明忠 Yuie","萬家福-台南仁德","SCC WE 201","5","","","","","無法清洗","無法清洗"
"T-9616","2026-07-21","2026-07-21","完修","","已封存","劉峻宇 Otto","Hi-life 中正童醫","蒸包機","5","","","","","無法開機","無法開機"
"T-2950","2026-07-21","2026-07-21","完修","","已封存","楊棟嘉 Ken","一笈壽司（中部電機）","ICP 61","5","","","","","漏水","漏水"
"T-3865","2026-07-21","2026-07-21","完修","","已封存","邱信豪 Mars","立智傑","Pacojet","5","","","","","Pacojet出貨前更換馬達電子板四台","Pacojet出貨前更換馬達電子板四台"
"T-7716","2026-07-21","2026-07-28","完修","","處理中","劉明忠 Yuie","萬家福-高雄愛河","SCC WE 201","9","","","","","2月份報價單同意報價","2月份報價單同意報價"
"T-4686","2026-07-21","2026-07-21","完修","","已封存","陳祐嘉 Dean","立智傑","EVO 2","5","","","","","戰備機*2 清潔完畢 測試整理完畢","戰備機*2 清潔完畢 測試整理完畢"
"T-6924","2026-07-21","","未完成 / 另約時間","","處理中","劉峻宇 Otto","裕橙 厚騰","A600","5","","","","","A600裝機","A600裝機 先行送貨，後續裝機"
"T-9948","2026-07-21","2026-07-21","完修","","已封存","楊棟嘉 Ken","好圓咖啡","XT","5","","","","","公司展示機安裝","公司展示機安裝"
"T-9663","2026-07-21","","未執行","","處理中","劉明忠 Yuie","萬家福-新楠","SCC WE 201","8","","","","","同意報價維修","同意報價維修"
"T-2214","2026-07-22","","未執行","","處理中","未指派","永春生鮮","XS","5","","","","","1.客戶名稱/經銷：永春生鮮","1.客戶名稱/經銷：永春生鮮 2.統編： 3.聯絡人：許純芳 4.聯絡電話號碼：0927250100 5.地址：台北市萬華區莒光路268號二樓 6.機型/機號：iCP/XS 7.保固與否：保固 8.故障問題：徐副總通知:客戶要求搬回測試好再送回安裝"
